誠創            ,	3536
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,208892,211680,-2788,47629,-50417,24810,-25908,-0.14,1758944
2013 Q2,276851,254674,22177,59990,-37813,6841,-34039,-0.20,1758944
2013 Q3,283145,265666,17479,46030,-28551,-3327,-32993,-0.20,1758944
2013 Q4,1059719,1007673,52046,216900,-164854,34201,-135365,-0.81,1758944
2014 Q1,251866,250006,1860,48262,-46402,664,-45396,-0.25,1758944
2014 Q2,358933,330402,28531,53308,-24777,-401007,-427847,-2.45,1758944
2014 Q3,425558,369002,56556,55264,1292,-2863,-4190,-0.04,1758944
2014 Q4,1383276,1255871,127405,206417,-79012,-405819,-491164,-5.73,868000
2015 Q1,276789,257663,19126,56460,-37334,-423,-37937,-0.41,968000
2015 Q2,312245,283988,28257,44989,-16732,589,-17838,-0.20,968000
2015 Q3,322046,287459,34587,51470,-16883,19096,-786,-0.04,968000
2015 Q4,1182805,1069410,113395,197238,-83843,19099,-71130,-0.80,968000
2016 Q1,235032,200714,34318,44195,-9877,4063,-8772,-0.10,968000
2016 Q2,249386,216444,32942,41914,-8972,-7666,-14595,-0.15,968000
2016 Q3,273890,227768,46122,41190,4932,-4199,-4527,-0.07,968000
2016 Q4,1148043,923634,224409,171957,52452,-18568,29040,0.22,968000
2017 Q1,239126,194271,44855,39445,5410,3700,7628,0.06,968000
2017 Q2,264312,217341,46971,37964,9007,-1264,6176,0.05,968000
2017 Q3,342875,322951,19924,42760,-22836,26291,3313,0.02,1068000
2017 Q4,1307498,1166862,140636,159187,-18551,30420,9174,0.05,1068000
2018 Q1,315695,290745,24950,39897,-14947,-15048,-27898,-0.24,1068000
2018 Q2,321715,291127,30588,38911,-8323,9950,470,-0.01,1068000
2018 Q3,264763,233818,30945,46466,-15521,3231,-13612,-0.14,1068000
