威致            ,	2028
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,2317205,2272790,44415,57805,-13390,-30802,-44192,-0.17,2650000
2013 Q2,2981478,2991760,-10282,73083,-83365,-20597,-103962,-0.39,2650000
2013 Q3,2357386,2440820,-83434,55019,-138453,-29123,-167576,-0.63,2650000
2013 Q4,10418424,10565922,-147498,253551,-401049,46584,-354465,-1.34,2650000
2014 Q1,2527947,2535136,-7189,80025,-87214,-24762,-111976,-0.42,2650000
2014 Q2,2496367,2610638,-114271,66390,-180661,-17731,-198392,-0.75,2650000
2014 Q3,2410319,2494530,-84211,52765,-136976,-23962,-160938,-0.57,3428580
2014 Q4,10009160,10263473,-254313,270479,-524792,-88271,-613063,-2.06,3428580
2015 Q1,2133394,2258318,-124924,61284,-186208,-19133,-205341,-0.60,3428580
2015 Q2,1693469,1839771,-146302,50776,-197078,-25590,-222668,-0.65,3428580
2015 Q3,695055,995650,-300595,31181,-331776,-167373,-515351,-1.50,3428580
2015 Q4,5265484,5953032,-687548,173993,-861541,-231097,-1125393,-3.13,5428580
2016 Q1,1261215,1278370,-17155,29239,-46394,-11098,-57492,-0.11,5428580
2016 Q2,1787033,1716983,70050,42768,27282,-16385,10897,0.02,5428580
2016 Q3,1550043,1525132,24911,37872,-12961,1323,-11638,-0.04,3257148
2016 Q4,6643160,6415127,228033,159421,68612,-52010,11959,0.04,3257148
2017 Q1,2359928,2147747,212181,34444,177737,-13009,160521,0.49,3257148
2017 Q2,2011857,1844236,167621,30360,137261,-15062,121868,0.37,3257148
2017 Q3,2672712,2445565,227147,51762,175385,-20525,150709,0.46,3257148
