矽品            ,	2325
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,13819210,11802086,2016866,1379767,637099,-839714,-291857,-0.09,31163611
2013 Q2,17601598,13925974,3676302,1780117,1896185,251386,1740203,0.56,31163611
2013 Q3,19091619,14674899,4416160,1658337,2757823,-42324,2184405,0.70,31163611
2013 Q4,69356192,54926704,14430518,6493188,7937330,-481397,5892283,1.90,31163611
2014 Q1,18060370,14067669,3994639,1602621,2392018,159253,2091030,0.67,31163611
2014 Q2,21928049,16261114,5664997,1725697,3939300,118870,3371332,1.08,31163611
2014 Q3,21652107,16103145,5548962,1924928,3624034,341007,3256873,1.05,31163611
2014 Q4,83071441,62090060,20981381,7173450,13807931,447041,11731202,3.76,31163611
2015 Q1,20805242,15358793,5446449,1977212,3469237,-455085,2614500,0.84,31163611
2015 Q2,21240037,15459056,5780981,2185388,3595593,736825,3677490,1.18,31163611
2015 Q3,20029703,15090116,4939587,2010734,2928853,121878,2682304,0.86,31163611
2015 Q4,82839922,61230622,21609300,8354769,13254531,-2863674,8762257,2.81,31163611
2016 Q1,19299310,15329416,3969894,2081685,1888209,10032,1604028,0.51,31163611
2016 Q2,21679907,16581285,5098622,2227638,2870984,363284,2808703,0.90,31163611
2016 Q3,21955188,16901767,5053421,2068032,2985389,174470,2691530,0.86,31163611
2016 Q4,85111913,65762191,19349722,8563592,10786130,898437,9933160,3.19,31163611
2017 Q1,19551585,15794850,3756735,2017098,1739637,-478088,996524,0.32,31163611
2017 Q2,20424642,16667295,3757347,1882715,1874632,1075744,2158138,0.69,31163611
