泰山            ,	1218
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,2371390,2090365,280765,289035,-8270,7646,-892,-0.01,3533360
2013 Q2,2391644,2116454,275105,342634,-67724,97868,17868,0.06,3533360
2013 Q3,2462785,2032975,430101,484559,-53807,114996,56302,0.17,3533360
2013 Q4,9112164,7967825,1143913,1493144,-349231,243693,-119327,-0.35,3533360
2014 Q1,2100231,1776178,323356,342161,-18805,44921,24056,0.07,3533360
2014 Q2,2337869,2032867,305499,388241,-82742,61431,-21431,-0.06,3533360
2014 Q3,2624740,2178615,446543,408975,37568,40178,72290,0.21,3533360
2014 Q4,9001125,7638438,1362915,1464845,-101930,176677,67839,0.20,3533360
2015 Q1,1982171,1695365,286168,311587,-25419,16164,-9727,-0.03,3533360
2015 Q2,1910399,1613110,297539,365157,-67618,57847,-12600,-0.04,3533360
2015 Q3,2320798,1866665,454170,408935,45235,61324,101589,0.30,3533360
2015 Q4,8018394,6710735,1307633,1410336,-102703,206985,123951,0.36,3533360
2016 Q1,1821955,1528612,293185,307510,-14325,70242,53065,0.16,3533360
2016 Q2,2026737,1657546,368356,343334,25022,61729,77618,0.23,3533360
2016 Q3,2306202,1855195,451532,350722,100810,54901,143376,0.42,3533360
2016 Q4,8110827,6683995,1426208,1276107,150101,-1946,121608,0.36,3533360
2017 Q1,1790165,1514838,275830,292185,-16355,17705,1320,0.00,3533360
2017 Q2,1837629,1518243,319095,406946,-87851,83829,-4531,-0.01,3533360
2017 Q3,2224726,1765810,458906,348036,110870,204551,303916,0.89,3533360
2017 Q4,7681801,6350437,1331657,1368037,-36380,380522,317272,0.93,3558323
2018 Q1,1844853,1539634,305493,287499,17994,68190,81173,0.19,4999990
2018 Q2,2001999,1622536,378930,350979,27951,114262,134690,0.28,4999990
2018 Q3,2263738,1810887,452721,355355,97366,122661,210343,0.43,4999990
