茂林-KY         ,	4935
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,953863,746486,207377,166522,40855,28011,58326,0.42,1387331
2013 Q2,1032398,836168,196230,170645,25585,5198,30058,0.22,1387331
2013 Q3,1248025,976075,271950,188793,83157,-1273,73064,0.53,1387331
2013 Q4,4446752,3532198,914554,707848,206706,41050,217069,1.57,1387331
2014 Q1,1306443,1005499,300944,183223,117721,19504,139951,1.08,1387331
2014 Q2,1463566,1156705,306861,184496,122365,-650,104874,0.81,1387331
2014 Q3,1677237,1307516,369721,179753,189968,18297,179121,1.39,1388135
2014 Q4,6241573,4907707,1333866,742239,591627,66674,582437,4.52,1394251
2015 Q1,1553467,1214878,338589,170802,167787,4096,143445,1.11,1395751
2015 Q2,1743488,1348478,395010,176549,218461,-2945,155866,1.20,1395751
2015 Q3,1973928,1479414,494514,197509,297005,62580,321280,2.48,1396501
2015 Q4,7062337,5354254,1708083,744725,963358,60204,864158,6.67,1396801
2016 Q1,1315243,963662,351581,178487,173094,3856,172814,1.33,1396801
2016 Q2,1658444,1191164,467280,198041,269239,12685,254342,1.95,1409371
2016 Q3,1632330,1157447,474883,200990,273893,-12516,250085,1.91,1409371
2016 Q4,6065058,4443213,1621845,768851,852994,20268,790056,6.05,1409371
2017 Q1,1240760,978774,261986,180671,81315,-7624,75106,0.57,1309371
2017 Q2,1448963,1196927,252036,167352,84684,3374,84254,0.64,1309371
2017 Q3,1670705,1403243,267462,186917,80545,-743,78450,0.60,1309371
2017 Q3,1670705,1403243,267462,186917,80545,-743,78450,0.60,1309371
