盛群            ,	6202
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,892829,485159,398671,251446,147225,27573,151125,0.67,2235985
2013 Q2,1046284,554345,483091,267828,215263,38407,219225,0.97,2237401
2013 Q3,969322,504557,464870,261630,203240,23369,195761,0.87,2248156
2013 Q4,3894361,2071023,1803223,1047634,755589,126443,747800,3.32,2289780
2014 Q1,884215,460130,416501,240481,176020,15678,165833,0.73,2261682
2014 Q2,1031154,540111,491458,265858,225600,16225,209055,0.92,2261682
2014 Q3,979845,513871,466844,265937,200907,44217,206691,0.90,2261682
2014 Q4,3930519,2041772,1883932,1066437,817495,121024,798584,3.50,2261682
2015 Q1,878241,443652,429025,248937,180088,9937,161707,0.71,2261682
2015 Q2,1036154,534210,497865,266480,231385,29743,222220,0.97,2261682
2015 Q3,1013868,508550,506427,288992,217435,49048,227002,0.97,2261682
2015 Q4,3967840,2019362,1948736,1102186,846550,100153,818321,3.57,2261682
2016 Q1,908086,460491,441675,268574,173101,22033,169120,0.74,2261682
2016 Q2,1093602,558360,536786,312832,223954,17023,204220,0.89,2261682
2016 Q3,1071178,557046,520139,299947,220192,20260,209077,0.92,2261682
2016 Q4,4157788,2139643,2015708,1182018,833690,84273,792722,3.47,2261682
2017 Q1,1086306,575159,497692,285526,212166,1556,186746,0.82,2261682
2017 Q2,1154619,619335,524522,303049,221473,44659,231208,1.01,2261682
2017 Q3,1124736,586710,541365,312372,228993,46667,239079,1.05,2261682
