怡華            ,	1456
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,203192,186066,17126,14637,2489,-21024,-14018,-0.03,4075000
2013 Q2,177067,185552,-8485,14528,-23013,-14544,-37428,-0.10,4075000
2013 Q3,187722,192269,-4547,14609,-19156,-9462,-29403,-0.07,4075000
2013 Q4,838805,816927,21878,104294,-82416,-37319,-112190,-0.69,1630000
2014 Q1,246999,233473,13526,29324,-15798,-20277,-33995,-0.17,2130000
2014 Q2,244680,260639,-15959,64370,-80329,-8985,-88318,-0.41,2130000
2014 Q3,203106,198751,4355,19577,-15222,-962563,-979713,-4.60,2130000
2014 Q4,908525,897448,11077,103510,-95814,-1025721,-1119344,-5.33,2130000
2015 Q1,137992,111801,26191,32598,-6407,-15756,-22163,-0.10,2130000
2015 Q2,136337,120242,16095,19717,-3622,-17513,-21135,-0.10,2130000
2015 Q3,158439,140025,18414,20867,-2287,-12531,-14818,-0.07,2130000
2015 Q4,566693,486023,80670,99181,9049,107079,115747,1.24,937200
2016 Q1,109237,93919,15318,25848,-10530,-15813,-26343,-0.28,937200
2016 Q2,111461,90867,20594,13814,6780,-10247,-3467,-0.04,937200
2016 Q3,122029,99664,22365,12754,9611,-12828,-3217,-0.03,937200
2016 Q4,976107,797695,178412,80789,99000,-41303,47178,0.50,937200
2017 Q1,182350,150745,31605,26213,5392,-11349,-5957,-0.06,937200
2017 Q2,212397,187066,25331,21158,4173,1784,1641,0.02,937200
2017 Q3,178779,150967,27812,27267,545,-14359,-14601,-0.16,937200
