中碳            ,	1723
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,2077489,1419989,657500,87372,570128,48639,530189,2.29,2369044
2013 Q2,2400891,1680037,720854,93362,627492,36506,568536,2.47,2369044
2013 Q3,2315456,1510282,805174,114444,690730,43430,628011,2.70,2369044
2013 Q4,8819953,6009957,2809996,387653,2422343,173091,2220982,9.60,2369044
2014 Q1,2390796,1579538,811258,108431,702827,39130,630926,2.74,2369044
2014 Q2,2401366,1636133,765233,114837,650396,46295,591328,2.57,2369044
2014 Q3,2301688,1535387,766301,106637,659664,50278,609784,2.64,2369044
2014 Q4,8904302,6077761,2826541,445586,2380955,186892,2188574,9.50,2369044
2015 Q1,1586706,1154570,432136,76576,355560,93638,392349,1.70,2369044
2015 Q2,1591789,1114378,477411,86356,391055,20955,352831,1.53,2369044
2015 Q3,1394042,1039979,354063,97152,256911,92764,301418,1.30,2369044
2015 Q4,5737544,4191959,1545585,345668,1199917,241946,1239086,5.37,2369044
2016 Q1,1225971,897953,328018,68771,259247,19566,234088,1.01,2369044
2016 Q2,1340731,993021,347710,85991,261719,28982,242837,1.04,2369044
2016 Q3,1309864,925500,384364,90036,294328,2161,257445,1.10,2369044
2016 Q4,5143740,3677473,1466267,363021,1103246,107421,1038960,4.45,2369044
2017 Q1,1687246,1299245,388001,57247,330754,-4616,281477,1.14,2369044
