欣天然          ,	9918
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,862165,712010,150155,64907,85248,20235,89545,0.50,1805375
2013 Q2,712859,556117,156742,64393,92349,14678,84619,0.48,1805375
2013 Q3,442822,416618,26204,47470,-21266,25928,7731,0.04,1805375
2013 Q4,2683713,2282890,400823,230988,169835,84538,214649,1.21,1805375
2014 Q1,957013,774589,182424,80880,101544,20520,103258,0.58,1805375
2014 Q2,698717,549479,149238,61270,87968,7172,79122,0.44,1805375
2014 Q3,491659,407705,83954,44145,39809,-59549,-16826,-0.09,1805375
2014 Q4,2789037,2321213,467824,233706,234118,-15048,182885,1.03,1805375
2015 Q1,791690,599997,191693,82507,109186,16896,105299,0.59,1805375
2015 Q2,529739,403176,126563,49477,77086,29773,87401,0.49,1805375
2015 Q3,352509,298573,53936,50527,3409,9871,10818,0.06,1805375
2015 Q4,2116337,1644594,471743,235768,235975,60794,245371,1.38,1805375
2016 Q1,599753,454063,145690,61338,84352,11986,80626,0.45,1805375
2016 Q2,441711,302958,138753,59015,79738,2458,66944,0.38,1805375
2016 Q3,302671,258415,44256,52239,-7983,32128,21310,0.12,1805375
2016 Q4,1762132,1310700,451432,232585,218847,50162,221787,1.25,1805375
2017 Q1,573541,426570,146971,57921,89050,9769,83606,0.47,1805375
2017 Q2,546951,393387,153564,82150,71414,16512,71662,0.40,1805375
2017 Q3,365652,289230,76422,54435,21987,37733,52049,0.29,1805375
