嘉泥            ,	1103
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,741189,786094,-44905,104906,-149811,183613,59637,0.13,7768285
2013 Q2,1051146,1034363,16783,96284,-79501,31096,-45095,-0.05,7768285
2013 Q3,945725,956710,-10985,108889,-119874,321601,178440,0.29,7768285
2013 Q4,4268305,4033360,234945,473491,416023,922781,1289927,1.97,7768285
2014 Q1,1019429,961066,58363,100950,-42587,798,-34204,-0.06,7768285
2014 Q2,890073,816776,73297,146656,-73359,145667,45792,0.06,7768285
2014 Q3,908502,886856,21646,112781,-91135,283547,179848,0.24,7768285
2014 Q4,3937686,3718300,219386,478235,-258849,268150,53788,0.03,7768285
2015 Q1,671355,747020,-75665,110102,-185767,-23780,-183290,-0.29,7768285
2015 Q2,737435,745119,-7684,100609,-68386,268324,115684,0.17,7768285
2015 Q3,548822,596649,-47827,104911,-146664,-213522,-316976,-0.50,7768285
2015 Q4,2826519,2934267,-107748,463763,408964,-214064,213321,0.34,7768285
2016 Q1,541218,544548,-3330,87944,-91274,-100254,-188985,-0.29,7747805
2016 Q2,820256,792964,27292,88138,-60846,17505,-63416,-0.10,7747805
2016 Q3,743175,706027,37148,80083,-42935,206583,148684,0.21,7747805
2016 Q4,3140190,3044769,95421,552899,-457478,536639,9806,0.04,7747805
