聚亨            ,	2022
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,3019455,2975701,43754,132510,-88756,165259,235888,0.35,4983490
2013 Q2,2502360,2308038,194322,159858,34464,-241234,-191361,-0.28,5124999
2013 Q3,2549809,2492070,57739,141596,-83857,-26061,-113010,-0.17,5404245
2013 Q4,10144869,9803077,341792,544089,-202297,-321257,-426873,-0.65,5404245
2014 Q1,2291638,2159167,132471,120814,11657,46583,54728,0.07,5404245
2014 Q2,2346410,2196784,149626,131764,17862,-9705,4693,0.00,5404245
2014 Q3,1961029,1823259,137770,136498,1272,820,443,0.00,5445911
2014 Q4,9006824,8429291,577533,533682,43851,8088,15849,0.00,5470911
2015 Q1,1984919,1912730,72189,140379,-68190,-43785,-103094,-0.15,5470911
2015 Q2,1920730,1844368,76362,130447,-54085,-65957,-121430,-0.18,5470911
2015 Q3,1949369,1921466,27903,152422,-124519,-102012,-222912,-0.36,5470911
2015 Q4,7488160,7310138,178022,559427,-381405,-309688,-690672,-1.06,5470911
2016 Q1,1807834,1642097,165737,136210,29527,-26398,-10042,-0.04,5470911
2016 Q2,1877974,1662286,215688,129479,86209,-30117,49986,0.06,5470911
2016 Q3,1733648,1561657,171991,134221,37770,-7052,4280,-0.03,5470911
2016 Q4,6966068,6258644,707424,537120,170304,-100621,-39300,-0.16,5470911
2017 Q1,1707002,1523270,183732,129635,54097,-31331,7051,-0.02,5470911
