敬鵬            ,	2355
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,4552417,3795422,756995,296503,460492,104979,442159,1.12,3974954
2013 Q2,4807216,4070987,736229,310395,425834,180416,456026,1.08,3974954
2013 Q3,5061107,4277218,783889,301243,482646,89334,434881,1.09,3974954
2013 Q4,19322793,16365576,2957217,1199214,1758003,512443,1762848,4.39,3974954
2014 Q1,5196260,4413552,782708,323419,459289,174074,503068,1.26,3974954
2014 Q2,5286710,4576043,710667,315680,394987,73402,311243,0.79,3974954
2014 Q3,5307659,4620391,687268,296809,390459,196177,422271,1.08,3974954
2014 Q4,21303660,18415768,2887892,1222138,1665754,679147,1741650,4.45,3974954
2015 Q1,5485553,4766682,718871,304343,414528,77578,368396,0.95,3974954
2015 Q2,5548155,4872048,676107,323088,353019,67456,294379,0.79,3974954
2015 Q3,5917183,4949267,967916,330906,637010,272461,659845,1.71,3974954
2015 Q4,22644105,19310837,3333268,1269583,2063685,502126,1914455,4.97,3974954
2016 Q1,6118393,5012685,1105708,310408,795300,46829,632425,1.62,3974954
2016 Q2,5854394,4819588,1034806,318202,716604,137620,590802,1.53,3974954
2016 Q3,5969309,4858969,1110340,316129,794211,-14820,574268,1.45,3974954
2016 Q4,23939699,19555849,4383850,1364727,3019123,302374,2456514,6.26,3974954
2017 Q1,6012607,5075898,936709,327552,609157,-83726,383759,0.97,3974954
2017 Q2,5959136,5121704,837432,314884,522548,130117,387407,0.98,3974954
