宏全            ,	9939
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,3983950,3243848,740102,307975,432127,11806,372214,1.34,2598479
2013 Q2,4765801,3833475,932326,393255,539071,-13938,417940,1.53,2598479
2013 Q3,4802503,3925019,877484,402162,475322,-50550,347064,1.32,2598479
2013 Q4,16605620,13708821,2896799,1460750,1436049,-78534,1130253,4.27,2598479
2014 Q1,4331202,3655638,675564,377594,297970,-27659,223263,0.86,2598479
2014 Q2,4849561,4000143,849418,431475,417943,7297,326283,1.18,2598479
2014 Q3,4797940,3892813,905127,435482,469645,31596,420705,1.62,2598479
2014 Q4,17226474,14425540,2800934,1651401,1149533,-8349,935284,3.72,2598479
2015 Q1,4153767,3399291,754476,424148,330328,-10907,259212,0.97,2598479
2015 Q2,4995852,3913813,1082039,514922,567117,-45870,433792,1.40,3098479
2015 Q3,4411398,3597584,813814,454739,359075,-133545,177041,0.74,3098479
2015 Q4,16578377,13512705,3065672,1801557,1264115,-233032,886141,3.26,3098479
