廷鑫            ,	2358
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,354035,338215,15820,16747,-927,-495,-1422,-0.02,850000
2013 Q2,422661,439470,-16809,19366,-36175,103,-36072,-0.42,850000
2013 Q3,390842,392460,-1618,18958,-20576,13490,-27468,-0.32,850000
2013 Q4,1563065,1583037,-19972,75221,-95193,-15146,-130531,-1.54,850000
2014 Q1,322054,321821,233,18353,-18120,-895,-16975,-0.20,850000
2014 Q2,544643,523622,21021,17989,3032,1971,4153,0.05,850000
2014 Q3,486975,467280,19695,16511,3184,-1138,1698,0.02,850000
2014 Q4,1826292,1790344,35948,69906,-33958,-8349,-36318,-0.43,850000
2015 Q1,357531,365310,-7779,24253,-32032,2399,-35994,-0.42,850000
2015 Q2,361294,397218,-35924,16043,-51967,3833,-39951,-0.47,850000
2015 Q3,362930,407364,-44434,20062,-64496,-5273,-57908,-0.68,850000
2015 Q4,1631210,1741400,-110190,77448,-187638,-16324,-191161,-2.25,850000
2016 Q1,258184,315083,-56899,15679,-72578,7008,-55965,-0.66,850000
2016 Q2,443145,433781,9364,15763,-6399,-45,-13337,-0.16,850000
2016 Q3,516716,542647,-25931,15099,-41030,3410,-30592,-0.62,496162
2016 Q4,1934644,2011269,-76625,61834,-138459,-10406,-154098,-3.11,496162
2017 Q1,394202,375961,18241,14924,3317,11604,12384,0.25,496162
2017 Q2,513068,490342,22726,15631,7095,4413,9552,0.19,496162
2017 Q3,617452,585045,32407,23322,9085,-3820,4373,0.09,496162
2017 Q4,2480837,2373746,107091,88121,18970,10244,34499,0.62,796162
