訊連            ,	5203
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,633951,101185,532766,308227,224539,28539,198004,2.10,943507
2013 Q2,628183,114518,513665,316338,197327,24450,154246,1.63,943507
2013 Q3,658094,115856,542238,316223,226015,-1197,163608,1.64,1000984
2013 Q4,2580196,413218,2166978,1268850,898128,93727,707950,7.07,1001429
2014 Q1,545557,82646,462911,313457,149454,59683,172190,1.72,1001471
2014 Q2,570798,76580,494218,307343,186875,-19888,132181,1.32,1001557
2014 Q3,539304,77185,462119,299777,162342,73218,183694,1.83,1001705
2014 Q4,2222549,310352,1912197,1236361,675836,207776,706977,7.06,1002192
2015 Q1,485208,69708,415500,285247,130253,-4071,107669,1.07,1002533
2015 Q2,462523,64400,398123,266087,132036,21254,125805,1.25,1005361
2015 Q3,457954,70355,373267,241822,131445,75420,165526,1.66,1011134
2015 Q4,1976411,278308,1684965,1053812,631153,61150,556640,5.60,967950
2016 Q1,507115,68042,438660,220822,217838,-103150,90439,0.93,967950
2016 Q2,463972,68591,396576,226457,170119,-60710,62993,0.65,968547
2016 Q3,400166,50463,350897,196224,154673,-94260,31839,0.33,968860
2016 Q4,1895941,259962,1640756,904175,736581,-232601,303496,3.15,968945
2017 Q1,444291,58448,387037,232647,154390,-104465,36293,0.39,923590
2017 Q2,442015,58411,384799,224572,160227,-53217,68659,0.77,923900
