迅杰            ,	6243
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,172940,131645,41295,69293,-27998,18096,-9902,-0.12,752977
2013 Q2,184594,139621,44973,67203,-22230,4580,-17650,-0.23,752977
2013 Q3,209304,151011,58293,67392,-9099,-8057,-17156,-0.23,752977
2013 Q4,762503,572591,189912,268764,-78852,8007,-76067,-0.99,752977
2014 Q1,166398,118818,47580,68117,-20537,12316,-8221,-0.11,752977
2014 Q2,187828,136507,51321,88982,-37661,-6866,-44527,-0.60,752977
2014 Q3,186618,140771,45847,72016,-26169,5594,-20575,-0.27,752977
2014 Q4,705908,524241,181667,300583,-118916,32597,-88447,-1.19,752977
2015 Q1,112665,85368,27297,72939,-45642,-3304,-48946,-0.65,752977
2015 Q2,93020,70265,22755,70009,-47254,-2928,-50182,-0.67,752977
2015 Q3,137063,98051,39012,65818,-26806,24373,-2433,-0.03,752977
2015 Q4,473056,347556,125500,272034,-146534,16593,-127391,-1.70,752977
2016 Q1,117219,83344,33875,58155,-24280,821,-23459,-0.31,752977
2016 Q2,110776,81709,29067,55580,-26513,-4845,-31454,-0.42,749767
2016 Q3,144923,106269,38654,59987,-21333,-14138,-35471,-0.47,749767
2016 Q4,516275,378906,137369,235305,-97936,-4303,-100693,-1.34,749767
2017 Q1,104375,78817,25558,56737,-31179,-25002,-56181,-0.75,749767
2017 Q2,114039,85575,28464,59667,-31203,5413,-25790,-0.34,749767
2017 Q3,136366,102229,34137,54566,-20429,1594,-18835,-0.25,749767
2017 Q4,496929,373027,123902,218665,-94763,-15287,-110050,-1.47,749767
2018 Q1,97860,77195,20665,49620,-28955,-11835,-40790,-0.54,749767
