康呈,	6236
Year,最高價,日期,最低價,日期,收盤平均價
2003,28.00,07/14,12.00,05/21,20.63
2004,32.10,01/30,7.00,12/30,17.20
2005,10.40,03/18,3.93,11/23,7.30
2006,8.00,01/04,1.89,11/14,4.47
2007,4.70,08/14,2.14,02/01,3.34
2008,15.35,03/14,2.62,02/01,7.73
2009,13.40,08/10,6.49,05/20,8.79
2010,15.80,03/18,5.90,12/02,9.27
2011,21.00,11/25,3.93,09/28,6.62
2012,26.30,08/15,13.30,04/11,19.99
2013,70.60,12/31,10.00,06/06,26.52
2014,85.00,07/31,43.25,12/24,59.93
2015,45.00,01/06,27.05,08/19,36.20
2016,35.00,03/07,19.00,10/14,28.96
2017,46.85,03/09,15.40,12/25,29.12
