新漢,	8234
Year,最高價,日期,最低價,日期,收盤平均價
2007,116.50,07/11,45.00,11/12,70.34
2008,69.20,04/16,11.55,11/20,37.37
2009,30.80,12/17,13.60,01/16,22.51
2010,38.60,01/25,22.50,05/26,30.55
2011,41.60,07/08,19.80,12/19,32.33
2012,34.85,03/12,21.35,01/02,28.96
2013,28.30,08/05,20.00,11/19,25.16
2014,63.70,09/10,20.65,01/06,48.65
2015,58.40,03/19,20.10,08/25,42.31
2016,38.95,09/26,24.35,05/16,31.85
2017,36.50,11/13,27.45,05/09,32.17
