凌群,	2453
Year,最高價,日期,最低價,日期,收盤平均價
2001,48.00,5/22,13.70,10/09,22.95
2002,28.80,1/10,9.90,12/25,16.61
2003,20.60,7/18,9.70,4/28,12.86
2004,16.90,2/13,9.10,7/22,11.79
2005,12.35,3/28,7.87,11/07,9.74
2006,9.18,1/06,6.28,8/29,7.49
2007,22.35,7/19,7.67,12/21,12.90
2008,14.40,5/08,5.88,12/24,8.73
2009,18.60,12/15,6.00,1/10,9.41
2010,20.00,3/23,13.10,11/16,15.68
2011,14.70,1/13,8.59,8/22,11.63
2012,14.40,2/09,9.31,6/04,11.07
2013,17.80,12/26,10.85,7/23,12.61
2014,19.85,3/11,12.35,12/01,15.74
2015,16.70,1/21,8.89,8/25,12.49
2016,12.45,7/21,9.80,1/18,10.90
2017,16.00,12/29,10.60,1/04,12.74
2018,16.30,1/18,10.50,10/12,13.26
