順天,	5525
Year,最高價,日期,最低價,日期,收盤平均價
2004,31.40,12/22,21.50,12/06,25.81
2005,32.00,3/21,19.50,8/31,24.59
2006,46.50,12/15,19.50,3/01,29.20
2007,52.00,7/31,26.55,12/18,38.44
2008,56.00,4/18,9.00,11/21,26.28
2009,22.60,6/01,8.22,3/03,16.14
2010,22.05,12/24,15.00,5/07,17.08
2011,23.20,1/05,12.80,12/20,17.30
2012,18.40,9/20,12.85,1/09,15.84
2013,23.95,6/10,16.75,1/02,19.82
2014,21.20,6/09,16.60,12/01,19.28
2015,19.45,5/12,15.00,10/22,17.49
2016,17.00,3/25,13.95,12/29,15.45
2017,16.05,12/29,13.40,8/08,14.22
2018,23.00,8/22,15.80,2/06,19.85
