好德,	3114
Year,最高價,日期,最低價,日期,收盤平均價
2004,48.50,04/05,22.80,12/28,30.92
2005,26.35,07/20,14.55,10/24,21.23
2006,24.55,12/01,12.80,08/23,16.98
2007,22.80,07/10,14.85,12/20,18.62
2008,20.75,04/25,6.95,12/29,14.79
2009,15.60,06/26,6.80,01/13,13.07
2010,17.80,05/11,11.85,02/09,14.43
2011,18.80,07/13,10.20,10/04,15.36
2012,13.80,02/04,9.77,07/24,11.78
2013,14.40,03/11,11.30,11/21,12.92
2014,19.40,07/08,11.70,02/05,16.09
2015,17.80,01/14,9.60,08/25,15.35
2016,13.90,03/11,10.15,05/26,11.68
2017,19.30,08/22,10.15,01/03,15.86
