愛之味,	1217
Year,最高價,日期,最低價,日期,收盤平均價
2000,16.30,2/22,6.60,11/21,9.77
2001,8.20,4/02,4.00,8/02,5.88
2002,14.30,12/12,4.64,10/07,6.07
2003,12.45,1/17,7.35,9/15,8.61
2004,11.10,2/11,6.25,8/18,7.88
2005,9.36,6/09,5.95,4/21,7.19
2006,9.32,12/12,6.08,3/24,6.92
2007,21.30,7/26,7.23,3/06,11.32
2008,15.80,4/23,4.26,10/28,9.44
2009,15.10,7/20,5.25,3/03,10.90
2010,15.45,9/21,9.87,2/06,12.88
2011,15.10,1/04,8.30,11/24,11.97
2012,11.60,3/03,8.79,11/22,9.99
2013,11.15,2/23,8.82,11/22,9.98
2014,10.40,7/22,7.50,10/14,9.00
2015,9.45,12/28,5.70,8/25,7.50
2016,8.97,1/04,7.07,11/09,7.92
2017,8.79,7/17,7.32,1/20,7.63
2018,8.50,6/07,6.55,10/30,7.47
