大洋,	1321
Year,最高價,日期,最低價,日期,收盤平均價
2000,23.00,1/29,9.85,12/30,14.91
2001,10.15,1/04,4.75,8/08,6.98
2002,12.20,4/26,5.90,1/16,8.72
2003,12.60,12/25,6.45,5/02,9.24
2004,24.00,4/20,12.10,1/02,16.66
2005,17.35,3/10,9.65,10/20,12.33
2006,24.50,12/21,10.00,1/23,14.74
2007,33.05,7/26,16.20,12/20,21.02
2008,31.80,4/24,8.05,10/28,19.48
2009,28.45,7/27,9.03,2/02,19.04
2010,27.00,1/05,18.90,6/09,22.34
2011,25.20,1/04,18.20,10/04,20.51
2012,32.25,9/25,18.60,1/16,23.11
2013,42.40,6/03,24.40,2/22,32.97
2014,50.50,6/16,33.90,10/17,40.02
2015,39.45,3/31,22.75,8/25,30.70
2016,28.25,3/25,23.80,11/25,25.66
2017,34.80,8/28,24.45,5/03,27.38
