晶宇,	4131
Year,最高價,日期,最低價,日期,收盤平均價
2004,25.00,04/15,7.10,09/27,12.69
2005,12.45,02/17,2.20,10/03,6.46
2006,16.80,12/28,3.20,01/05,7.82
2007,95.50,07/03,14.05,01/12,51.08
2008,74.50,01/17,19.10,12/05,40.93
2009,48.10,05/25,19.80,01/16,39.22
2010,61.30,03/15,25.30,11/09,46.03
2011,33.80,04/25,11.20,12/20,24.08
2012,28.10,12/25,10.50,06/04,18.51
2013,29.30,02/23,7.02,09/10,23.02
2014,11.35,10/16,8.28,07/15,9.24
2015,14.75,03/06,6.74,09/07,10.94
2016,11.35,02/02,5.01,12/20,8.36
2017,11.65,10/06,5.08,01/06,9.42
