圓剛,	2417
Year,最高價,日期,最低價,日期,收盤平均價
2000,33.00,9/11,12.65,12/28,20.41
2001,39.50,4/02,12.35,9/24,22.71
2002,38.60,1/10,18.20,8/06,25.12
2003,40.60,7/02,21.30,2/07,30.12
2004,43.50,2/16,22.30,8/18,31.62
2005,48.00,12/29,22.30,8/31,30.75
2006,57.20,1/10,30.60,7/18,41.21
2007,88.40,10/12,37.80,3/06,57.06
2008,72.00,1/02,16.80,11/21,41.46
2009,45.40,12/08,21.40,1/21,35.89
2010,48.80,4/29,36.50,2/06,42.03
2011,41.40,1/05,21.55,8/11,31.35
2012,32.15,2/15,13.05,11/22,21.27
2013,15.90,1/03,11.60,11/22,13.33
2014,14.55,4/08,9.80,12/01,12.39
2015,16.00,3/23,7.50,8/26,10.86
2016,12.40,7/21,8.16,5/16,9.74
2017,16.50,11/13,9.89,5/18,11.42
2018,16.25,1/29,9.01,10/30,12.20
2019,14.10,5/09,10.00,12/03,11.10
