緯軟,	4953
Year,最高價,日期,最低價,日期,收盤平均價
2014,59.40,07/08,36.00,10/28,46.64
2015,43.00,01/12,19.30,08/25,31.76
2016,24.40,08/31,18.10,01/18,21.11
2017,28.90,09/01,21.25,03/15,25.30
