元炬,	3089
Year,最高價,日期,最低價,日期,收盤平均價
2003,15.60,12/05,13.60,10/22,14.55
2004,21.30,04/20,10.80,12/31,15.87
2005,16.85,04/14,6.09,11/01,10.94
2006,10.20,12/05,5.25,07/18,6.83
2007,11.65,07/31,7.10,12/24,9.12
2008,12.50,06/20,4.94,10/28,7.67
2009,12.25,12/10,3.71,02/19,8.73
2010,16.85,08/25,8.36,02/06,13.27
2011,14.80,05/30,8.70,03/16,12.70
2012,16.55,03/15,9.31,01/16,13.15
2013,43.10,10/02,14.45,01/03,31.25
2014,77.80,07/10,36.70,11/19,53.90
2015,45.50,01/05,17.50,12/31,26.45
2016,16.60,01/04,5.21,06/27,10.93
2017,19.60,02/21,5.30,11/29,12.95
