美食-KY,	2723
Year,最高價,日期,最低價,日期,收盤平均價
2010,400.00,11/22,240.00,11/22,341.08
2011,320.00,1/25,179.50,12/19,238.87
2012,266.00,3/02,180.00,11/22,218.69
2013,239.50,9/09,143.00,4/10,189.53
2014,271.00,3/20,160.00,11/24,219.19
2015,250.00,12/23,121.00,4/22,171.68
2016,360.50,8/10,198.00,2/26,273.58
2017,439.00,12/19,237.00,1/20,332.00
2018,435.00,1/02,183.00,10/31,301.10
2019,245.50,2/19,119.00,12/13,172.34
