偉聯,	9912
Year,最高價,日期,最低價,日期,收盤平均價
2000,22.60,2/21,3.73,12/08,10.79
2001,11.00,12/28,3.80,1/02,5.66
2002,22.10,1/28,6.30,10/14,11.76
2003,11.50,7/15,6.35,5/21,8.45
2004,13.60,2/02,2.94,12/01,7.55
2005,13.35,7/21,3.11,4/13,6.48
2006,14.80,12/25,3.33,9/18,6.14
2007,21.70,9/13,11.65,3/06,15.23
2008,17.75,6/06,3.92,11/25,10.47
2009,9.48,12/23,4.45,1/07,6.56
2010,12.55,2/01,6.90,12/01,8.87
2011,14.45,6/01,7.24,1/14,10.35
2012,23.50,9/18,8.40,1/12,14.81
2013,33.00,4/24,13.20,11/25,22.12
2014,20.20,3/07,10.50,12/01,15.75
2015,14.55,1/16,8.00,8/25,10.85
2016,10.50,3/15,7.03,11/29,8.14
2017,9.25,6/21,7.01,5/22,7.76
2018,13.10,3/30,7.23,10/12,9.26
