大立,	4716
Year,最高價,日期,最低價,日期,收盤平均價
2000,37.40,04/13,7.50,12/27,16.29
2001,24.70,04/27,7.80,01/02,13.69
2002,25.60,01/25,8.90,10/14,15.10
2003,14.50,01/14,9.90,12/22,11.25
2004,14.60,02/11,9.25,07/21,11.08
2005,11.65,05/09,8.30,12/29,9.68
2006,55.20,12/29,8.50,02/27,14.59
2007,63.10,01/03,14.65,12/21,43.19
2008,29.30,04/18,7.91,11/21,16.16
2009,34.20,12/31,10.70,01/05,20.39
2010,55.50,08/24,22.50,02/09,38.07
2011,37.80,03/31,15.00,11/24,28.83
2012,29.20,03/16,15.75,01/02,21.98
2013,25.05,06/24,16.30,11/12,20.36
2014,18.90,03/07,11.30,10/28,16.41
2015,14.90,03/25,7.94,08/25,11.93
2016,14.40,09/22,8.73,01/15,11.76
2017,27.10,09/26,11.30,01/04,20.83
