唐鋒,	4609
Year,最高價,日期,最低價,日期,收盤平均價
2000,38.00,05/20,8.10,12/30,18.63
2001,15.00,04/24,6.70,01/04,10.96
2002,20.90,07/17,9.40,03/08,11.72
2003,11.00,01/14,7.35,10/21,9.13
2004,9.90,01/14,4.42,12/10,7.24
2005,8.83,08/04,4.81,09/22,6.93
2006,9.38,05/15,5.48,01/23,7.44
2007,8.56,02/06,4.99,12/31,7.17
2008,13.45,11/07,4.13,01/30,6.78
2009,22.55,11/10,8.25,01/20,18.19
2010,299.50,08/25,19.40,02/06,106.90
2011,117.50,01/06,12.40,11/24,29.44
2012,19.00,09/07,9.60,08/03,15.88
2013,16.25,01/02,10.50,11/26,13.29
2014,14.40,01/07,9.72,10/16,12.72
2015,12.50,01/27,5.85,06/09,9.59
2016,14.20,11/07,6.75,01/20,10.51
2017,10.80,11/07,8.05,01/03,9.63
