南染,	1410
Year,最高價,日期,最低價,日期,收盤平均價
2000,55.50,3/09,5.25,11/24,22.20
2001,9.95,2/20,3.60,11/29,5.78
2002,9.95,4/09,3.68,10/08,6.15
2003,9.70,6/06,6.00,9/15,7.23
2004,10.95,2/12,5.40,8/18,7.30
2005,8.20,1/04,4.55,10/21,5.87
2006,9.92,12/01,4.36,3/24,6.54
2007,20.80,10/01,8.14,3/14,13.52
2008,28.65,4/18,7.18,10/28,15.88
2009,19.95,12/31,7.45,3/03,12.87
2010,25.20,11/09,13.65,2/06,17.22
2011,24.50,1/04,14.30,9/28,17.46
2012,29.80,9/25,13.75,7/17,18.66
2013,27.25,1/07,19.95,8/22,22.71
2014,27.50,10/20,22.20,2/05,24.29
2015,29.55,5/04,20.30,8/25,24.62
2016,25.30,3/15,23.00,1/06,24.22
2017,30.70,2/03,22.80,8/18,24.61
2018,25.40,10/01,22.20,2/09,23.47
