天良,	4127
Year,最高價,日期,最低價,日期,收盤平均價
2005,32.00,12/30,20.10,08/29,24.54
2006,33.00,01/11,18.50,09/15,23.66
2007,39.45,07/18,15.95,12/25,21.75
2008,21.00,04/25,7.50,11/24,13.25
2009,24.20,08/27,7.90,01/21,18.72
2010,45.50,10/06,14.65,02/06,32.92
2011,32.80,02/22,12.20,12/19,25.80
2012,27.90,10/08,13.60,04/23,21.39
2013,28.40,03/06,22.05,01/17,25.33
2014,30.65,07/04,20.50,10/28,25.74
2015,28.80,07/02,17.10,08/25,24.47
2016,24.25,03/15,16.00,11/09,19.77
2017,22.20,03/24,10.90,08/16,16.27
