統懋,	2434
Year,最高價,日期,最低價,日期,收盤平均價
2000,75.50,9/11,16.50,12/30,36.25
2001,42.30,3/27,9.00,9/24,22.55
2002,29.90,3/12,11.80,8/06,17.81
2003,19.10,9/09,10.60,5/02,14.02
2004,17.50,3/01,10.10,12/01,13.05
2005,14.85,6/29,10.15,4/21,11.67
2006,19.85,12/15,12.10,2/23,14.57
2007,82.40,7/12,16.50,1/11,39.95
2008,54.00,1/17,9.01,11/21,26.51
2009,26.00,11/26,10.50,1/21,15.89
2010,24.90,8/25,15.95,2/06,19.62
2011,19.45,1/19,5.90,12/19,12.08
2012,10.70,2/10,4.41,11/08,6.60
2013,7.87,5/08,5.16,8/15,6.05
2014,13.35,6/13,6.50,4/25,8.30
2015,13.10,5/05,4.27,8/25,7.09
2016,8.38,5/10,5.12,1/07,6.82
2017,12.80,10/17,5.28,1/03,7.24
