地球,	1324
Year,最高價,日期,最低價,日期,收盤平均價
2000,31.90,9/11,19.10,12/28,24.73
2001,28.60,2/06,7.70,10/08,16.21
2002,19.80,4/18,9.45,10/08,13.14
2003,13.60,1/27,9.90,4/28,11.55
2004,13.90,2/11,8.80,12/16,10.87
2005,9.60,1/04,7.00,12/16,8.51
2006,8.99,12/05,6.50,9/15,7.35
2007,40.50,4/16,8.30,1/12,26.03
2008,28.90,3/10,6.58,11/21,16.19
2009,25.90,12/30,7.46,2/06,12.34
2010,28.40,8/27,15.40,5/26,20.41
2011,21.20,1/04,9.80,12/20,15.52
2012,14.40,3/05,10.10,11/09,11.82
2013,19.00,7/25,11.00,1/29,13.94
2014,18.80,7/11,12.80,10/27,15.42
2015,15.10,1/09,9.20,8/25,11.98
2016,13.80,11/04,10.70,2/03,11.88
2017,13.80,5/16,12.05,5/12,12.91
2018,16.20,3/07,10.30,10/26,12.17
2019,11.70,6/25,9.50,12/18,10.56
