台玻,	1802
Year,最高價,日期,最低價,日期,收盤平均價
2000,39.80,7/29,22.00,3/16,30.04
2001,33.20,2/06,17.80,9/19,23.86
2002,29.10,6/06,17.60,10/04,23.03
2003,28.60,1/16,20.30,4/28,23.74
2004,33.00,4/26,24.30,5/18,28.54
2005,31.50,3/07,23.70,10/24,27.63
2006,30.40,12/25,21.60,8/23,25.10
2007,46.30,10/30,25.55,3/06,31.19
2008,41.55,1/16,13.30,10/28,28.15
2009,27.70,10/08,15.40,3/03,22.00
2010,38.50,11/01,24.60,2/08,31.89
2011,53.70,5/11,27.10,12/19,39.28
2012,37.30,3/05,23.75,6/15,29.58
2013,35.20,12/26,25.70,6/25,29.01
2014,33.50,1/02,21.00,10/20,26.29
2015,24.60,1/05,10.65,8/25,16.85
2016,16.05,3/08,11.15,1/18,13.49
2017,22.90,12/29,12.60,1/13,15.76
2018,23.60,1/08,12.75,12/26,16.80
2019,14.15,3/14,11.20,11/19,12.26
