江興鍛,	4528
Year,最高價,日期,最低價,日期,收盤平均價
2001,18.10,02/19,7.65,08/10,10.80
2002,19.70,07/12,8.20,01/07,11.18
2003,20.80,12/26,12.25,04/30,16.18
2004,28.60,04/08,16.70,11/02,20.84
2005,19.90,03/04,11.85,10/24,16.21
2006,16.15,11/27,11.60,03/24,13.64
2007,24.90,06/28,14.55,03/06,19.73
2008,22.40,04/14,8.65,11/25,16.17
2009,17.60,12/10,8.46,03/04,12.93
2010,23.80,04/29,14.20,02/06,20.13
2011,24.95,01/06,15.10,08/09,20.86
2012,22.30,05/08,15.90,01/02,20.13
2013,42.50,12/24,18.00,01/02,29.50
2014,48.90,05/28,26.20,10/28,39.37
2015,94.20,06/23,37.05,01/21,66.67
2016,61.50,03/07,34.25,11/09,49.96
2017,87.20,11/08,43.15,02/08,66.38
