大豐電,	6184
Year,最高價,日期,最低價,日期,收盤平均價
2005,33.15,7/25,27.50,11/07,30.07
2006,37.80,12/29,29.50,1/19,32.57
2007,53.00,7/25,36.00,1/12,42.40
2008,48.00,6/11,28.50,10/28,39.42
2009,47.00,9/22,33.25,1/06,41.81
2010,60.00,4/26,45.60,2/08,52.09
2011,67.40,7/05,49.60,11/24,56.46
2012,66.90,8/24,50.40,1/10,57.36
2013,64.00,9/09,50.20,11/20,58.78
2014,55.50,2/17,48.50,10/27,51.34
2015,61.20,7/16,46.50,8/24,52.48
2016,51.40,1/04,31.40,9/10,38.46
2017,41.40,5/09,32.60,1/03,35.68
2018,42.50,4/02,33.50,10/25,36.49
2019,40.80,11/26,34.00,1/04,37.21
