精元,	2387
Year,最高價,日期,最低價,日期,收盤平均價
2000,39.80,9/01,28.50,1/04,33.07
2001,37.20,3/29,26.60,11/23,32.23
2002,37.70,3/05,29.00,10/15,33.34
2003,41.10,8/05,27.60,3/12,33.10
2004,35.40,2/27,21.00,12/10,26.74
2005,44.00,12/30,23.30,2/15,30.76
2006,47.50,5/26,26.50,9/15,35.08
2007,48.30,7/04,30.30,12/18,39.17
2008,40.00,4/28,13.75,11/21,30.51
2009,38.65,8/12,14.70,2/02,28.33
2010,39.30,1/19,27.05,5/25,32.65
2011,34.25,1/20,16.45,12/30,25.46
2012,23.90,3/09,10.55,10/29,15.30
2013,14.80,5/24,10.65,11/26,12.37
2014,20.00,12/31,11.55,1/02,14.90
2015,23.30,1/09,9.51,8/24,16.45
2016,19.55,10/03,13.00,1/18,16.31
2017,22.20,3/23,16.55,11/20,18.97
