宏正,	6277
Year,最高價,日期,最低價,日期,收盤平均價
2003,111.50,11/05,95.50,10/31,107.20
2004,131.00,2/23,59.50,10/14,89.49
2005,83.80,7/20,59.00,1/25,72.01
2006,96.50,5/22,72.00,1/02,83.71
2007,185.00,7/26,85.00,12/18,124.46
2008,99.30,1/02,34.20,11/17,61.28
2009,70.50,12/03,38.00,3/03,46.61
2010,69.00,1/04,49.70,2/06,55.72
2011,83.90,7/25,45.80,3/15,56.52
2012,64.80,3/12,41.50,11/01,52.47
2013,93.20,12/09,42.80,1/21,59.88
2014,105.00,2/26,70.50,10/21,87.19
2015,95.00,7/20,57.40,8/24,79.74
2016,88.50,6/24,66.40,1/18,79.16
2017,87.00,4/05,74.70,8/10,80.91
2018,103.00,4/26,74.50,10/11,86.56
2019,102.00,3/19,82.00,8/06,89.62
