邦特,	4107
Year,最高價,日期,最低價,日期,收盤平均價
2002,37.50,04/16,12.70,12/26,24.41
2003,24.80,01/24,11.30,09/08,14.02
2004,14.30,03/09,8.60,09/27,10.82
2005,13.25,03/09,8.27,09/28,9.48
2006,12.85,12/29,8.60,07/18,9.42
2007,51.70,07/12,12.50,01/11,28.64
2008,35.80,04/18,15.80,09/18,24.78
2009,53.40,12/31,18.20,02/02,38.27
2010,57.90,10/05,36.50,06/10,49.39
2011,49.10,01/04,18.05,12/19,35.67
2012,36.20,12/28,20.20,01/03,30.92
2013,66.90,12/31,32.05,01/17,48.79
2014,80.50,07/04,58.60,01/16,70.01
2015,152.00,11/27,63.60,02/03,103.19
2016,173.00,04/21,105.00,12/15,144.45
2017,128.00,02/22,73.50,08/29,94.75
