聯發,	1459
Year,最高價,日期,最低價,日期,收盤平均價
2000,17.20,2/22,4.75,9/19,9.46
2001,10.20,4/02,5.25,7/19,7.60
2002,16.30,4/04,7.15,10/14,10.99
2003,15.50,1/24,6.70,5/02,10.05
2004,12.60,2/02,7.75,8/04,10.12
2005,11.10,1/03,5.31,10/19,7.46
2006,8.72,12/27,4.81,3/31,5.82
2007,15.30,8/14,7.70,1/15,11.31
2008,13.60,1/16,4.40,10/28,8.25
2009,10.50,10/22,4.71,2/02,7.55
2010,17.75,12/15,8.16,2/06,11.76
2011,19.90,2/18,8.73,12/20,14.32
2012,12.75,3/07,7.60,11/08,9.35
2013,10.35,10/08,7.61,6/26,8.62
2014,12.45,7/08,8.70,2/19,9.76
2015,15.75,6/23,8.82,12/14,12.21
2016,11.00,1/04,7.68,11/14,8.89
2017,10.30,12/29,7.69,5/11,8.49
