凌泰,	6198
Year,最高價,日期,最低價,日期,收盤平均價
2002,49.30,12/26,45.00,12/30,46.72
2003,63.50,04/22,29.00,11/12,45.92
2004,31.90,01/27,12.10,12/09,19.61
2005,15.80,12/30,10.10,05/16,12.29
2006,20.00,02/14,10.65,09/14,14.22
2007,41.20,07/13,12.90,03/06,21.04
2008,16.10,01/02,4.51,11/21,10.29
2009,17.25,12/31,4.30,01/17,10.69
2010,16.00,01/04,9.29,12/01,12.72
2011,11.50,01/06,5.82,12/22,9.41
2012,7.44,02/09,4.51,07/30,5.71
2013,17.50,11/29,5.10,05/03,7.62
2014,22.00,03/12,14.00,05/02,18.21
2015,17.90,02/03,12.75,11/18,15.37
2016,25.00,08/26,13.40,01/20,20.13
2017,30.00,08/21,11.85,07/04,22.77
