大聯大,	3702
Year,最高價,日期,最低價,日期,收盤平均價
2005,12.80,11/11,11.15,12/22,11.68
2006,19.55,11/30,8.84,2/27,11.89
2007,56.90,10/29,16.45,1/11,29.92
2008,46.70,4/24,10.95,11/21,31.12
2009,56.00,12/31,15.80,1/06,34.93
2010,76.10,8/10,46.30,2/06,58.79
2011,59.40,1/21,28.90,11/23,45.42
2012,43.25,3/19,30.00,7/25,37.42
2013,40.15,1/30,32.60,11/22,35.15
2014,43.50,6/05,34.05,1/06,37.56
2015,41.40,3/25,27.25,8/24,35.95
2016,41.10,7/22,29.90,1/18,36.07
2017,46.55,8/02,36.80,4/24,39.96
2018,44.50,6/07,34.65,2/09,39.37
