普安,	2495
Year,最高價,日期,最低價,日期,收盤平均價
2002,154.00,4/02,46.50,10/08,83.79
2003,128.50,7/25,51.50,1/02,89.17
2004,142.00,4/22,51.50,10/27,96.19
2005,82.50,2/21,49.50,11/08,63.40
2006,58.00,5/19,36.50,9/14,46.45
2007,73.00,7/10,42.85,12/18,56.93
2008,53.10,5/07,19.20,11/21,37.31
2009,58.00,12/21,22.50,1/21,39.79
2010,57.00,1/05,35.60,11/24,43.61
2011,46.50,6/08,20.75,12/20,33.96
2012,30.80,2/09,14.30,11/22,21.27
2013,22.90,12/25,14.20,7/19,16.25
2014,23.95,1/08,15.65,10/13,18.66
2015,19.25,12/30,11.05,8/25,15.58
2016,20.65,3/22,14.70,5/16,16.24
2017,17.60,4/06,13.90,10/31,15.41
2018,14.85,1/16,10.60,10/30,12.52
