中茂,	5205
Year,最高價,日期,最低價,日期,收盤平均價
2001,32.00,05/25,14.65,09/26,21.63
2002,20.80,01/11,6.00,12/31,12.40
2003,8.05,11/13,4.59,05/29,6.05
2004,8.80,02/10,3.81,12/08,6.08
2005,11.80,12/02,3.42,01/25,6.16
2006,10.80,01/05,2.85,09/07,6.19
2007,35.05,09/13,6.05,01/02,19.79
2008,32.25,05/02,14.85,10/13,23.04
2009,87.60,12/25,18.10,02/24,52.98
2010,86.10,01/15,44.30,12/29,68.23
2011,83.00,03/24,15.60,12/23,62.78
2012,29.85,02/10,4.19,11/13,15.02
2013,14.10,01/28,3.95,12/18,9.02
2014,37.95,03/17,4.16,01/21,12.25
2015,30.00,01/12,6.40,09/14,22.08
2016,23.00,07/14,8.51,01/11,17.35
2017,20.40,03/02,8.20,08/10,13.09
