華宏,	8240
Year,最高價,日期,最低價,日期,收盤平均價
2005,198.50,12/26,82.30,06/23,155.46
2006,301.50,03/17,138.00,12/04,202.39
2007,169.00,01/04,55.00,12/20,119.05
2008,62.20,01/02,12.20,11/20,34.23
2009,79.80,12/22,14.05,01/05,50.18
2010,84.10,10/07,53.20,05/26,70.36
2011,88.80,06/01,34.10,12/20,68.64
2012,63.10,03/09,37.50,01/02,50.30
2013,47.70,01/03,26.90,11/13,39.26
2014,41.40,07/07,29.60,10/27,36.09
2015,36.20,01/09,14.55,08/24,25.33
2016,23.40,10/04,16.60,11/14,20.05
2017,25.80,09/18,17.45,01/03,21.46
