光耀,	3666
Year,最高價,日期,最低價,日期,收盤平均價
2014,59.80,12/27,48.10,12/04,53.74
2015,59.20,01/15,11.90,08/19,30.88
2016,40.90,03/07,19.50,05/13,29.81
2017,36.70,11/17,21.35,08/11,28.87
