隴華,	2424
Year,最高價,日期,最低價,日期,收盤平均價
2000,24.80,9/13,7.30,12/28,13.46
2001,22.90,3/28,7.55,9/24,13.31
2002,29.70,4/16,8.05,10/08,16.97
2003,19.30,12/24,9.05,5/05,12.93
2004,20.70,2/10,7.95,9/22,13.51
2005,11.35,3/10,4.00,11/03,7.43
2006,8.45,1/03,3.89,9/15,5.47
2007,10.50,4/09,3.95,12/18,6.86
2008,11.10,12/16,3.20,7/22,5.44
2009,16.20,12/31,7.67,2/27,10.23
2010,24.35,8/23,11.10,2/05,16.34
2011,22.15,4/15,12.55,9/06,15.74
2012,29.50,10/17,12.65,8/03,18.37
2013,43.70,10/17,24.75,2/26,32.53
2014,46.30,2/14,36.95,7/22,40.42
2015,43.60,1/13,24.90,8/27,34.91
2016,32.70,2/01,18.30,11/09,26.26
2017,42.00,12/26,21.00,1/04,28.79
2018,42.50,6/11,21.40,5/14,31.22
