健喬,	4114
Year,最高價,日期,最低價,日期,收盤平均價
2003,24.00,05/12,11.15,11/03,14.28
2004,15.00,04/28,10.85,09/20,12.74
2005,15.30,04/19,10.85,01/13,13.27
2006,15.40,03/01,11.50,09/15,13.09
2007,58.00,07/25,11.95,01/17,27.81
2008,39.40,04/25,13.85,09/18,24.90
2009,46.90,07/20,17.50,01/21,36.59
2010,43.50,07/19,26.00,02/08,38.17
2011,38.70,01/25,21.95,12/20,32.79
2012,41.60,12/19,24.00,01/13,33.87
2013,47.90,10/28,34.20,05/08,41.14
2014,62.30,07/04,36.00,12/01,47.78
2015,43.80,03/23,24.30,08/25,36.82
2016,40.20,05/04,28.25,11/09,34.13
2017,34.75,04/11,24.55,08/15,30.26
