廣達,	2382
Year,最高價,日期,最低價,日期,收盤平均價
2000,316.00,4/10,84.00,12/30,171.00
2001,123.50,4/09,57.00,9/24,96.06
2002,146.00,1/25,53.50,10/14,94.32
2003,96.00,10/29,56.00,1/02,75.89
2004,90.00,1/09,52.00,12/02,67.09
2005,64.10,7/21,44.00,10/28,54.08
2006,61.90,12/29,43.10,8/29,50.92
2007,59.90,1/02,42.50,12/21,51.83
2008,53.10,5/07,29.35,10/28,42.54
2009,75.30,9/16,29.55,1/12,54.84
2010,72.30,1/18,45.40,9/01,58.50
2011,73.00,7/27,48.10,9/23,60.09
2012,86.40,5/04,62.10,2/01,73.57
2013,71.00,10/30,56.40,4/22,64.88
2014,91.00,7/01,67.60,1/03,79.31
2015,82.50,2/04,50.50,11/30,66.96
2016,69.00,7/21,47.35,1/20,58.69
2017,80.00,7/26,59.20,12/06,67.15
