力麗店,	5364
Year,最高價,日期,最低價,日期,收盤平均價
2000,30.60,02/14,2.76,11/23,16.25
2001,9.65,02/16,3.15,01/03,5.89
2002,17.80,04/04,4.95,12/30,9.04
2003,6.60,01/15,3.20,05/06,4.77
2004,12.30,04/15,4.19,01/02,6.59
2005,32.10,12/29,5.45,01/07,20.66
2006,56.80,12/29,27.30,04/25,33.41
2007,75.00,08/06,22.70,12/21,53.61
2008,28.40,01/02,3.40,11/25,15.22
2009,20.90,12/30,4.39,01/15,11.26
2010,19.90,01/04,1.88,12/13,12.11
2011,4.28,02/10,0.67,11/15,2.68
2012,3.15,03/13,0.76,01/10,2.01
2013,49.25,12/10,0.70,08/12,1.85
2014,61.50,12/31,30.05,01/03,49.77
2015,84.50,04/17,36.50,11/20,65.56
2016,52.50,01/06,20.10,11/10,25.52
2017,26.05,03/20,20.10,01/11,22.96
