茂達,	6138
Year,最高價,日期,最低價,日期,收盤平均價
2002,84.00,03/13,21.40,01/18,50.93
2003,76.00,10/20,33.50,01/27,49.72
2004,78.50,02/23,25.60,10/27,46.32
2005,41.00,12/19,25.60,01/27,31.79
2006,44.65,01/05,26.40,08/21,34.45
2007,143.50,07/25,42.50,01/02,79.57
2008,74.10,01/21,14.45,12/05,45.36
2009,54.60,12/31,17.00,01/21,34.16
2010,54.20,01/04,31.20,11/17,40.69
2011,38.80,02/08,15.75,12/19,28.98
2012,25.30,02/10,16.55,11/21,21.73
2013,24.00,07/31,17.75,01/17,21.07
2014,34.20,09/30,21.70,01/02,27.94
2015,38.40,03/27,14.20,08/25,28.68
2016,33.70,12/16,19.00,01/18,27.26
2017,53.40,11/02,29.55,01/16,43.39
