三洋電,	1614
Year,最高價,日期,最低價,日期,收盤平均價
2000,19.40,2/22,9.65,12/28,12.65
2001,12.05,2/20,8.00,9/24,9.79
2002,15.60,4/25,8.85,1/03,11.92
2003,19.20,8/22,11.80,4/28,14.63
2004,23.40,3/11,16.40,11/02,18.63
2005,18.75,6/27,15.15,7/21,16.73
2006,33.00,5/11,16.60,1/24,22.22
2007,43.10,7/18,21.40,3/14,28.08
2008,44.80,3/31,15.70,11/26,29.43
2009,38.40,10/12,15.70,3/09,27.75
2010,40.80,12/06,27.90,2/06,32.34
2011,38.50,1/04,25.75,10/05,31.37
2012,35.00,2/14,25.40,7/25,29.18
2013,44.10,12/31,29.50,1/02,34.38
2014,43.50,1/03,30.00,12/01,35.37
2015,30.80,3/09,21.10,8/25,27.52
2016,25.70,12/08,22.65,4/28,24.22
2017,28.10,2/18,22.00,11/13,24.46
2018,25.25,6/14,21.50,10/26,23.22
