桂盟,	5306
Year,最高價,日期,最低價,日期,收盤平均價
2000,36.00,04/12,4.66,12/28,19.58
2001,27.30,12/31,3.82,09/19,8.95
2002,30.50,03/06,9.05,12/18,18.29
2003,11.40,01/15,6.80,09/10,8.52
2004,9.50,02/02,2.84,11/30,5.73
2005,6.84,03/09,2.49,11/09,3.61
2006,4.16,12/27,1.75,08/28,2.87
2007,6.88,07/19,2.96,03/01,4.56
2008,5.21,05/16,1.79,10/13,3.37
2009,6.48,04/24,2.39,01/19,5.03
2010,8.20,01/20,4.73,11/18,6.49
2011,23.50,10/03,5.31,01/26,13.83
2012,61.00,06/21,29.90,01/12,46.55
2013,153.50,07/12,49.60,01/02,107.12
2014,155.00,07/11,105.00,02/05,132.68
2015,166.50,03/10,120.50,01/12,142.62
2016,134.50,03/11,97.50,11/11,117.89
2017,156.50,04/05,113.50,01/03,138.75
