沈氏,	8921
Year,最高價,日期,最低價,日期,收盤平均價
2000,26.20,04/19,8.70,11/23,15.37
2001,12.80,03/30,6.65,11/12,9.58
2002,9.25,04/25,6.55,12/30,7.65
2003,9.90,04/29,6.40,01/03,7.56
2004,11.30,02/12,7.00,10/15,8.46
2005,9.95,12/22,7.10,01/19,7.98
2006,10.85,05/26,8.50,08/14,9.77
2007,13.50,12/12,10.00,03/02,11.51
2008,13.80,06/17,9.35,12/31,11.44
2009,11.80,12/28,8.61,04/29,10.22
2010,17.00,08/23,11.40,01/26,13.92
2011,17.15,03/11,12.10,09/28,14.81
2012,19.75,12/25,13.85,02/03,15.81
2013,24.00,11/04,16.25,08/13,18.55
2014,23.10,07/15,17.80,01/08,20.82
2015,20.20,03/05,14.60,12/30,15.29
2016,20.00,02/25,14.05,01/27,19.81
2017,16.05,01/12,12.55,11/27,14.71
