統一超,	2912
Year,最高價,日期,最低價,日期,收盤平均價
2000,169.00,1/06,79.00,11/21,112.70
2001,103.00,2/13,53.00,11/15,77.52
2002,74.00,1/02,50.50,10/14,59.58
2003,60.00,11/06,38.70,4/01,48.32
2004,69.50,2/19,47.20,12/01,56.75
2005,69.20,12/22,49.90,1/28,58.91
2006,81.40,12/07,64.50,7/24,71.99
2007,102.50,6/21,73.90,1/11,85.76
2008,122.50,3/24,65.90,10/28,93.82
2009,89.80,5/11,68.90,3/10,78.65
2010,138.00,10/06,71.90,1/26,101.75
2011,195.00,9/01,119.50,2/22,156.49
2012,172.00,1/11,135.00,11/01,157.11
2013,229.00,7/22,154.00,1/02,192.50
2014,253.00,5/30,181.00,2/20,222.25
2015,259.00,2/04,191.50,8/24,221.87
2016,268.50,7/19,188.00,1/11,237.69
2017,290.00,11/29,222.50,3/03,258.93
