中碳,	1723
Year,最高價,日期,最低價,日期,收盤平均價
2000,60.00,4/11,23.10,1/05,39.13
2001,40.40,3/06,20.80,7/25,29.31
2002,40.10,3/26,29.10,1/21,33.29
2003,45.60,11/06,33.80,5/02,39.73
2004,53.00,10/12,41.10,6/29,46.31
2005,53.10,6/27,39.90,12/05,47.83
2006,53.20,12/29,40.40,1/02,47.49
2007,95.20,10/16,52.50,1/04,71.86
2008,96.50,7/14,43.00,10/30,73.00
2009,92.80,10/06,50.00,1/10,68.34
2010,128.50,12/16,80.10,1/27,99.43
2011,188.00,5/13,109.00,12/14,142.24
2012,144.00,4/02,112.50,1/02,131.34
2013,184.00,10/18,129.50,1/02,157.29
2014,203.00,6/18,149.00,12/15,174.45
2015,157.00,1/09,88.60,8/25,129.76
2016,124.50,3/08,99.20,8/11,108.80
2017,133.50,10/05,112.00,8/17,120.35
