聯光通,	4903
Year,最高價,日期,最低價,日期,收盤平均價
2001,24.70,06/12,7.80,10/18,13.87
2002,13.50,01/25,4.70,12/31,8.52
2003,7.15,01/16,3.50,05/06,4.81
2004,7.40,02/26,1.66,12/03,3.92
2005,4.03,12/23,1.85,04/20,2.62
2006,8.10,12/08,3.60,01/02,4.70
2007,18.40,03/14,6.73,12/21,11.88
2008,11.30,04/25,3.34,10/27,6.97
2009,16.05,12/16,4.56,01/08,10.08
2010,14.90,01/04,8.00,11/24,11.97
2011,13.60,04/25,6.35,08/22,10.63
2012,12.00,10/26,6.91,06/06,9.90
2013,14.75,04/30,10.00,09/10,12.23
2014,12.60,12/30,9.98,05/16,11.24
2015,13.50,01/20,8.03,08/25,11.95
2016,38.90,09/23,11.35,01/04,25.12
2017,68.00,03/07,20.40,08/07,41.23
