陞泰,	8072
Year,最高價,日期,最低價,日期,收盤平均價
2005,156.50,8/19,120.00,10/28,133.64
2006,198.00,4/21,138.50,6/21,160.33
2007,318.00,8/29,140.50,3/05,204.97
2008,206.00,1/02,66.00,11/21,134.07
2009,120.00,5/26,78.20,2/24,94.64
2010,125.00,3/02,81.70,9/01,98.10
2011,109.50,6/10,79.60,8/09,92.11
2012,106.00,3/02,86.10,7/16,92.58
2013,95.30,7/02,82.80,12/16,89.67
2014,100.50,6/30,47.00,12/01,72.84
2015,52.00,1/27,23.05,8/25,34.21
2016,27.25,2/23,20.00,11/18,23.78
2017,24.80,3/20,20.00,8/01,21.50
2018,27.10,7/02,20.00,11/19,22.09
2019,24.70,2/19,20.05,8/15,21.16
