奇偶,	3356
Year,最高價,日期,最低價,日期,收盤平均價
2005,134.00,7/21,66.30,3/28,99.39
2006,163.50,12/29,98.90,1/23,123.73
2007,314.00,9/19,146.50,3/14,208.19
2008,299.00,1/02,96.10,12/05,176.69
2009,172.00,5/26,106.00,1/21,131.46
2010,150.50,1/20,96.00,10/19,112.82
2011,138.00,5/05,88.10,8/22,108.11
2012,151.00,3/16,102.50,6/04,118.49
2013,204.50,12/05,116.50,1/17,149.92
2014,213.00,3/07,98.50,10/16,143.75
2015,120.50,3/31,69.40,12/14,93.87
2016,81.00,3/15,40.05,11/11,59.06
2017,48.15,1/03,34.75,11/15,40.86
