夆典,	3052
Year,最高價,日期,最低價,日期,收盤平均價
2003,12.25,7/21,6.75,5/22,9.00
2004,11.10,2/05,4.61,11/24,6.84
2005,6.27,3/15,4.20,8/24,4.94
2006,6.50,12/28,2.50,9/15,3.75
2007,11.70,7/30,4.90,2/07,7.55
2008,10.50,4/15,3.83,10/30,6.87
2009,19.40,12/30,4.96,2/05,11.39
2010,19.40,4/19,12.80,10/20,15.56
2011,14.05,1/27,7.49,12/20,10.51
2012,12.55,5/08,7.90,1/03,10.25
2013,20.20,12/04,9.54,1/02,14.06
2014,22.60,3/27,10.25,12/01,16.18
2015,15.00,5/04,8.80,7/30,11.35
2016,10.10,1/04,7.78,11/23,8.68
2017,9.57,6/19,8.03,1/16,8.61
