錩泰,	1541
Year,最高價,日期,最低價,日期,收盤平均價
2003,36.30,3/19,22.20,11/21,26.70
2004,25.80,2/11,13.15,11/10,17.98
2005,14.95,1/05,8.32,9/20,11.51
2006,12.30,1/25,7.72,10/05,9.20
2007,27.25,4/03,9.80,1/05,16.27
2008,15.60,4/22,5.41,12/25,9.65
2009,26.30,11/19,5.45,1/17,14.04
2010,30.00,4/13,14.20,11/09,20.25
2011,19.40,1/10,7.77,10/12,12.34
2012,16.40,3/09,8.60,1/30,11.27
2013,16.90,10/22,9.56,4/23,11.71
2014,22.10,5/13,13.00,1/27,17.04
2015,70.40,11/06,16.35,1/06,30.12
2016,67.90,7/04,35.80,1/08,53.43
2017,71.00,3/16,44.10,10/30,53.28
2018,48.45,1/02,24.75,10/12,36.44
2019,43.20,11/18,26.00,5/14,33.23
