冠西電,	2466
Year,最高價,日期,最低價,日期,收盤平均價
2001,23.80,12/13,10.50,9/24,16.01
2002,29.50,3/25,9.10,12/19,16.75
2003,11.90,6/23,7.00,5/05,9.15
2004,13.20,3/15,7.60,11/30,9.72
2005,15.45,12/30,6.35,1/25,8.60
2006,33.60,12/01,14.50,1/02,24.15
2007,47.90,3/20,32.05,1/05,41.01
2008,42.90,4/17,27.55,12/09,36.17
2009,36.80,10/21,25.20,1/16,29.75
2010,39.55,1/13,27.65,5/07,31.34
2011,30.10,1/24,25.20,9/06,28.20
2012,27.00,1/04,23.75,7/31,24.87
2013,39.80,12/13,24.70,1/03,30.88
2014,38.90,6/04,30.40,12/17,36.19
2015,37.80,10/22,27.90,11/25,32.02
2016,35.60,12/15,29.80,1/11,33.72
2017,40.00,7/26,33.05,11/21,37.26
2018,42.00,4/16,28.10,10/12,33.45
2019,37.25,7/23,31.30,8/13,33.19
